title,date,country,tags/0,tags/1,tags/2,tags/3,image,tags/4,tags/5,tags/6,tags/7,tags/8,tags/9,tags/10,tags/11,tags/12,tags/13,tags/14,tags/15
Portrait of a Man,1703,German,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/175442.jpg,,,,,,,,,,,,
Portrait of a Young Man,1703,German,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/DT200585.jpg,,,,,,,,,,,,
The Country Dance,1704,French,Men,Women,Dancing,,https://images.metmuseum.org/CRDImages/ep/original/DP-1417-001.jpg,,,,,,,,,,,,
Portrait of a Man,1705,British,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/132458.jpg,,,,,,,,,,,,
Portrait of a Man,1705,Italian,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/DT200586.jpg,,,,,,,,,,,,
The Baptism of Christ,1713,Italian,Men,Women,Mythical Creatures,Angels,https://images.metmuseum.org/CRDImages/ep/original/DT9354.jpg,Baptism of Christ,,,,,,,,,,,
Portrait of a Man,1715,Dutch,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/DP140945.jpg,,,,,,,,,,,,
Portrait of a Man,1715,French,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/135947.jpg,,,,,,,,,,,,
Jean Marc Nattier (1685–1766),1716,French,Men,Portraits,Artists,,https://images.metmuseum.org/CRDImages/ep/original/DP280391.jpg,,,,,,,,,,,,
Mezzetin,1718,French,Men,Guitars,Actors,,https://images.metmuseum.org/CRDImages/ep/original/DP170811.jpg,,,,,,,,,,,,
Card Players in a Drawing Room,1718,French,Men,Women,Playing Cards,,https://images.metmuseum.org/CRDImages/ep/original/DP356146.jpg,,,,,,,,,,,,
Richard Abell,1724,German,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/ep95.14.61.R.jpg,,,,,,,,,,,,
Portrait of a Man,1725,British,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/28878.jpg,,,,,,,,,,,,
André François Alloys de Theys d'Herculais (1692–1779),1727,French,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/DP112060.jpg,,,,,,,,,,,,
The Fair at Bezons,1728,French,Men,Women,Dancing,Dogs,https://images.metmuseum.org/CRDImages/ep/original/DP317732.jpg,Crowd,,,,,,,,,,,
The Wedding of Stephen Beckingham and Mary Cox,1729,British,Men,Women,Mythical Creatures,,https://images.metmuseum.org/CRDImages/ep/original/DP159333.jpg,,,,,,,,,,,,
Uvedale Tomkyns Price (1685–1764) and Members of His Family,1730,British,Men,Women,Swans,Family,https://images.metmuseum.org/CRDImages/ep/original/DP167131.jpg,,,,,,,,,,,,
A Patrician and His Wife,1730,Italian,Men,Portraits,Women,,https://images.metmuseum.org/CRDImages/ep/original/190292.jpg,,,,,,,,,,,,
"Gustavus Hamilton (1710–1746), Second Viscount Boyne, in Masquerade Costume",1730,Italian,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/DP161652.jpg,,,,,,,,,,,,
Brother Philippe's Geese,1731,French,Men,Women,Servants,,https://images.metmuseum.org/CRDImages/ep/original/DT5661.jpg,,,,,,,,,,,,
Diego Pignatelli d'Aragona (1687–1750) and an Enslaved African Servant,1731,Italian,Men,Portraits,Servants,,https://images.metmuseum.org/CRDImages/ep/original/DP-14155-001.jpg,,,,,,,,,,,,
Portrait of a Man,1735,British,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/175439.jpg,,,,,,,,,,,,
The Servant Justified,1735,French,Men,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DT5660.jpg,,,,,,,,,,,,
Sir James Dashwood (1715–1779),1737,German,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/DP168992.jpg,,,,,,,,,,,,
Portrait of a Man,1741,German,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/50901.jpg,,,,,,,,,,,,
Portrait of a Man,1742,Italian,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/ep29.100.179.bw.R.jpg,,,,,,,,,,,,
"The Empress Elizabeth of Russia (1709–1762) on Horseback, Attended by a Page",1743,German,Men,Women,Horse Riding,,https://images.metmuseum.org/CRDImages/ep/original/DP368624.jpg,,,,,,,,,,,,
Portrait of a Man,1745,British,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/175440.jpg,,,,,,,,,,,,
View of a Harbor,1745,French,Men,Women,Bodies of Water,Sun,https://images.metmuseum.org/CRDImages/ep/original/DP328701.jpg,Boats,,,,,,,,,,,
Jean Charles Garnier d'Isle (1697–1755),1745,French,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/DP161653.jpg,,,,,,,,,,,,
The Glorification of the Barbaro Family,1745,Italian,Men,Women,Mythical Creatures,,https://images.metmuseum.org/CRDImages/ep/original/DP287646.jpg,,,,,,,,,,,,
The Mass of Saint Basil,1746,French,Men,Women,Putti,Saints,https://images.metmuseum.org/CRDImages/ep/original/DP151176.jpg,,,,,,,,,,,,
"Pope Benedict XIV (Prospero Lambertini, 1675–1758)",1746,French,Men,Portraits,Popes,,https://images.metmuseum.org/CRDImages/ep/original/DP214443.jpg,,,,,,,,,,,,
The Meeting,1746,Italian,Men,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DP123846.jpg,,,,,,,,,,,,
"John Hobart (1723–1793), 2nd Earl of Buckinghamshire",1747,British,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/DP162162.jpg,,,,,,,,,,,,
Lieutenant Colonel Paul Pechell (1724–1800),1747,British,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/DP162180.jpg,,,,,,,,,,,,
Cavalier and Shepherd,1747,Italian,Men,Horse Riding,Sheep,Shepherds,https://images.metmuseum.org/CRDImages/ep/original/ep07.225.253.bw.R.jpg,,,,,,,,,,,,
Portrait of a Horseman,1748,British,Men,Portraits,Horse Riding,,https://images.metmuseum.org/CRDImages/ep/original/DP169220.jpg,,,,,,,,,,,,
The Interrupted Sleep,1750,French,Men,Women,Dogs,Sheep,https://images.metmuseum.org/CRDImages/ep/original/DP-414-001.jpg,Shepherds,,,,,,,,,,,
Portrait of a Man,1750,German,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/175522.jpg,,,,,,,,,,,,
A Man with the Initials FM,1751,British,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/190241.jpg,,,,,,,,,,,,
Allegory of the Planets and Continents,1752,Italian,Men,Male Nudes,Women,Female Nudes,https://images.metmuseum.org/CRDImages/ep/original/DP-14286-007.jpg,Elephants,Horses,,,,,,,,,,
The Dance,1753,French,Men,Women,Dancing,Waterfalls,https://images.metmuseum.org/CRDImages/ep/original/DP264494.jpg,Hills,,,,,,,,,,,
Portrait of a Man,1754,British,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/DP162158.jpg,,,,,,,,,,,,
Admiral Sir Chaloner Ogle (1726–1816),1754,British,Men,Portraits,Admirals,,https://images.metmuseum.org/CRDImages/ep/original/DP169401.jpg,,,,,,,,,,,,
Portrait of a Man,1755,British,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/50899.jpg,,,,,,,,,,,,
The Rope Dance,1755,Flemish,Men,Women,Spectators,Dancing,https://images.metmuseum.org/CRDImages/ep/original/ep71.105.R.jpg,,,,,,,,,,,,
Portrait of a Man,1755,French,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/175500.jpg,,,,,,,,,,,,
Medea Rejuvenating Aeson,1755,Italian,Men,Women,Medea,,https://images.metmuseum.org/CRDImages/ep/original/DP268309.jpg,,,,,,,,,,,,
Olivier Journu (1724–1783),1756,French,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/DP161654.jpg,,,,,,,,,,,,
Saint Thecla Praying for the Plague-Stricken,1758,Italian,Men,Women,Angels,Saints,https://images.metmuseum.org/CRDImages/ep/original/DT11803.jpg,,,,,,,,,,,,
"Admiral Harry Paulet (1719/20–1794), Sixth Duke of Bolton",1760,British,Men,Portraits,Admirals,,https://images.metmuseum.org/CRDImages/ep/original/DP168993.jpg,,,,,,,,,,,,
Jean Jacques Caffiéri (1725–1792),1760,French,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/DP123933.jpg,,,,,,,,,,,,
The Adoration of the Shepherds,1760,German,Men,Women,Dogs,Donkeys,https://images.metmuseum.org/CRDImages/ep/original/ep71.162.bw.R.jpg,Madonna and Child,,,,,,,,,,,
The Honorable Henry Fane (1739–1802) with Inigo Jones and Charles Blair,1761,British,Men,Portraits,Dogs,,https://images.metmuseum.org/CRDImages/ep/original/DP213052.jpg,,,,,,,,,,,,
Sir William Hood,1761,British,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/ep24.80.493.R.jpg,,,,,,,,,,,,
Ensign Lionel Robert Tollemache (1774–1793),1762,British,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/57272.jpg,,,,,,,,,,,,
"Charles Claude de Flahaut (1730–1809), Comte d'Angiviller",1763,French,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/DP-12953-001.jpg,,,,,,,,,,,,
Portrait of a Man,1765,British,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/89182.jpg,,,,,,,,,,,,
Portrait of a Man,1765,French,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/258498.jpg,,,,,,,,,,,,
A Picnic,1766,French,Men,Women,Landscapes,Dining,https://images.metmuseum.org/CRDImages/ep/original/57118.jpg,,,,,,,,,,,,
A River Landscape,1766,French,Men,Women,Rivers,Landscapes,https://images.metmuseum.org/CRDImages/ep/original/57116.jpg,,,,,,,,,,,,
The Reverend Philip Cocks (1735–1797),1767,German,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/DP169389.jpg,,,,,,,,,,,,
The Third Duke of Dorset's Hunter with a Groom and a Dog,1768,British,Men,Dogs,Horses,Landscapes,https://images.metmuseum.org/CRDImages/ep/original/DP164858.jpg,,,,,,,,,,,,
Self-Portrait,1770,British,Men,Self-portraits,,,https://images.metmuseum.org/CRDImages/ep/original/DT200582.jpg,,,,,,,,,,,,
William Paulet Carey (1759–1839),1770,British/Irish,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/ap68.222.12.jpg,,,,,,,,,,,,
Gérard de Vesme,1771,French,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/257559.jpg,,,,,,,,,,,,
Abbé Charles Bossut (1730–1814),1772,French,Men,Profiles,,,https://images.metmuseum.org/CRDImages/ep/original/ep25.106.20.R.jpg,,,,,,,,,,,,
Johann Joachim Winckelmann (1717–1768),1772,German,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/DP120383.jpg,,,,,,,,,,,,
Sir Joshua Reynolds (1723–1792),1773,British,Men,Portraits,Artists,,https://images.metmuseum.org/CRDImages/ep/original/ep62.122.60.R.jpg,,,,,,,,,,,,
Portrait of a Man,1773,French,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/257492.jpg,,,,,,,,,,,,
A Man with the Initials AC,1774,"British, Scottish",Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/228818.jpg,,,,,,,,,,,,
Charles Rousseau Burney (1747–1819),1775,British,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/DP162157.jpg,,,,,,,,,,,,
Portrait of a Man,1775,British,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/50908.jpg,,,,,,,,,,,,
A Man with the Initials RH,1775,British,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/ep95.14.96.R.jpg,,,,,,,,,,,,
Portrait of a Man,1775,British,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/60125.jpg,,,,,,,,,,,,
Admiral Adam Duncan (1731–1804),1775,British,Men,Portraits,Admirals,,https://images.metmuseum.org/CRDImages/ep/original/57115.jpg,,,,,,,,,,,,
Portrait of a Man,1775,French,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/60109.jpg,,,,,,,,,,,,
Portrait of a Man,1775,French,Men,Profiles,,,https://images.metmuseum.org/CRDImages/ep/original/DP327717.jpg,,,,,,,,,,,,
"Joseph II (1741–1790), Emperor of Austria",1775,German,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/ep95.14.68.R.jpg,,,,,,,,,,,,
Alexander Maconochie (1777–1861) of Meadowbank,1776,"British, Scottish",Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/DP162164.jpg,,,,,,,,,,,,
John Gray (1731–1811) of Newholm,1776,"British, Scottish",Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/DP162163.jpg,,,,,,,,,,,,
James Johnston of Straiton (died 1841),1776,"British, Scottish",Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/DP162166.jpg,,,,,,,,,,,,
Self-Portrait,1776,German,Men,Self-portraits,,,https://images.metmuseum.org/CRDImages/ep/original/DP240926.jpg,,,,,,,,,,,,
"Richard Humphreys, the Boxer",1778,British,Men,Portraits,Boxing,Athletes,https://images.metmuseum.org/CRDImages/ep/original/DP167133.jpg,,,,,,,,,,,,
Portrait of a Man,1780,French,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/DP327721.jpg,,,,,,,,,,,,
Portrait of a Man,1781,French,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/DP-1420-01.jpg,,,,,,,,,,,,
Captain George K. H. Coussmaker (1759–1801),1782,British,Men,Portraits,Horses,,https://images.metmuseum.org/CRDImages/ep/original/DP169215.jpg,,,,,,,,,,,,
A Shipwreck in a Storm,1782,French,Men,Women,Seascapes,Storms,https://images.metmuseum.org/CRDImages/ep/original/DP233702.jpg,Ships,,,,,,,,,,,
Portrait of an Officer,1784,British,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/126052.jpg,,,,,,,,,,,,
The Mouth of a Cave,1784,French,Men,Women,Bodies of Water,Caves,https://images.metmuseum.org/CRDImages/ep/original/DP264464.jpg,,,,,,,,,,,,
Edward Miles (1752–1828),1785,British,Men,Portraits,Writing,,https://images.metmuseum.org/CRDImages/ep/original/DP169387.jpg,,,,,,,,,,,,
Portrait of a Man,1785,British,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/80546.jpg,,,,,,,,,,,,
"Portrait of a Man, Said to Be John Durham",1785,British,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/175490.jpg,,,,,,,,,,,,
Eugène Joseph Stanislas Foullon d'Écotier (1753–1821),1785,French,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/DP-13041-001.jpg,,,,,,,,,,,,
"François Gérard (1770–1837), later Baron Gérard",1785,French,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/DP327712.jpg,,,,,,,,,,,,
Self-Portrait of an Unidentified Artist,1785,French,Men,Self-portraits,,,https://images.metmuseum.org/CRDImages/ep/original/175581.jpg,,,,,,,,,,,,
Portrait of a Man,1785,French,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/DP327723.jpg,,,,,,,,,,,,
Portrait of a Man,1785,French,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/159396.jpg,,,,,,,,,,,,
Marquis de Lafayette (1757–1834),1785,French,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/191303.jpg,,,,,,,,,,,,
Louis Morau,1785,French,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/257480.jpg,,,,,,,,,,,,
Portrait of a Man,1785,French,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/258491.jpg,,,,,,,,,,,,
Portrait of a Man,1785,French,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/57123.jpg,,,,,,,,,,,,
Portrait of a Man,1785,French(?),Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/37132.jpg,,,,,,,,,,,,
John Barker (1707–1787),1786,British,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/DP162171.jpg,,,,,,,,,,,,
Alexandre Charles Emmanuel de Crussol-Florensac (1743–1815),1787,French,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/DP320090.jpg,,,,,,,,,,,,
Colonel Woodford,1788,British,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/64044.jpg,,,,,,,,,,,,
John Julius Angerstein (1736–1823),1789,British,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/DP162165.jpg,,,,,,,,,,,,
"Portrait of a Man, Said to Be Mr. Fitzgerald",1789,British,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/50867.jpg,,,,,,,,,,,,
Portrait of an Officer,1789,French,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/258482.jpg,,,,,,,,,,,,
"Alexandre Théodore Victor (1760–1829), Comte de Lameth",1789,French,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/DP327726.jpg,,,,,,,,,,,,
A Man with the Initials JD,1790,French,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/DP327719.jpg,,,,,,,,,,,,
William Man Godschall (1720–1802),1791,British,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/DP161646.jpg,,,,,,,,,,,,
Conversation Piece (The Sense of Smell),1791,Dutch,Men,Women,Drinking,,https://images.metmuseum.org/CRDImages/ep/original/DP143214.jpg,,,,,,,,,,,,
Sir Joshua Reynolds (1723–1792),1792,British,Men,Portraits,Artists,,https://images.metmuseum.org/CRDImages/ep/original/ep32.75.8.R.jpg,,,,,,,,,,,,
Sebastián Martínez y Pérez (1747–1800),1792,Spanish,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/DT2776.jpg,,,,,,,,,,,,
A Hunter with a Dog,1794,French,Men,Portraits,Dogs,,https://images.metmuseum.org/CRDImages/ep/original/DP327725.jpg,,,,,,,,,,,,
Self-Portrait,1795,British,Men,Self-portraits,,,https://images.metmuseum.org/CRDImages/ep/original/DP162144.jpg,,,,,,,,,,,,
Portrait of a Man,1795,British,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/175488.jpg,,,,,,,,,,,,
Portrait of a Man,1795,British,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/175407.jpg,,,,,,,,,,,,
William Forsyth (1749–1814),1795,"British, Scottish",Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/DP164852.jpg,,,,,,,,,,,,
"Portrait of a Man, Said to Be James Madison (1751–1836)",1795,French,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/50689.jpg,,,,,,,,,,,,
Don Bernardo de Iriarte (1735–1814),1797,Spanish,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/ep50.145.19.bw.R.jpg,,,,,,,,,,,,
Major Thomas Pechell (1753–1826),1799,British,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/DP162152.jpg,,,,,,,,,,,,
The Angel Appearing to Zacharias,1799,British,Men,Angels,,,https://images.metmuseum.org/CRDImages/ep/original/DP164838.jpg,,,,,,,,,,,,
"Portrait of a Man, Said to Be Mr. De Wolf",1800,British,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/154477.jpg,,,,,,,,,,,,
Robert Shurlock (1772–1847),1800,British,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/DP161650.jpg,,,,,,,,,,,,
Portrait of a Man in a Blue Coat,1800,French,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/ep48.187.735.bw.R.jpg,,,,,,,,,,,,
François Joseph Lefebvre (1755–1820),1800,French,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/28877.jpg,,,,,,,,,,,,
"Ferdinand VII (1784–1833), When Prince of Asturias",1800,Spanish,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/DT236256.jpg,,,,,,,,,,,,
Bullfight in a Divided Ring,1800,Spanish,Men,Spectators,Sports,Bulls,https://images.metmuseum.org/CRDImages/ep/original/DT513.jpg,,,,,,,,,,,,
Robert Shurlock (1772–1847),1801,British,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/DP161648.jpg,,,,,,,,,,,,
"Henry Hope (1735/36–1811), after Jones",1802,British,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/57113.jpg,,,,,,,,,,,,
"Ignacio Garcini y Queralt (1752–1825), Brigadier of Engineers",1804,Spanish,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/DT11822.jpg,,,,,,,,,,,,
"William Robertson (1753–1835), Lord Robertson",1805,"British, Scottish",Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/DP169641.jpg,,,,,,,,,,,,
Joseph-Antoine Moltedo (born 1775),1805,French,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/DP151185.jpg,,,,,,,,,,,,
Portrait of a Man,1805,French,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/258496.jpg,,,,,,,,,,,,
Portrait of a Man,1805,French,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/ep95.14.83.R.jpg,,,,,,,,,,,,
Portrait of a Man,1805,German,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/175445.jpg,,,,,,,,,,,,
Self-Portrait,1807,British,Men,Self-portraits,,,https://images.metmuseum.org/CRDImages/ep/original/DP170288.jpg,,,,,,,,,,,,
"Friedrich I (1460–1536), Margrave of Brandenburg-Ansbach",1807,German,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/ep07.245.1.bw.R.jpg,,,,,,,,,,,,
"Thomas Howard (1585–1646), Second Earl of Arundel, after Rubens",1808,British,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/50669.jpg,,,,,,,,,,,,
George Harley Drummond (1783–1855),1808,"British, Scottish",Men,Portraits,Horses,,https://images.metmuseum.org/CRDImages/ep/original/DP170904.jpg,,,,,,,,,,,,
"Portrait of a Mameluke, Said to Be Roustam Raza (ca. 1781–1845)",1810,French,Men,Portraits,Orientalist,,https://images.metmuseum.org/CRDImages/ep/original/DP331536.jpg,,,,,,,,,,,,
"Portrait of a Man, Said to Be Alexander von Humboldt (1769–1859)",1810,German,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/259953.jpg,,,,,,,,,,,,
Count Alexander Ivanovich Sollogoub (1788–1844),1810,Italian,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/209773.jpg,,,,,,,,,,,,
Portrait of an Officer,1812,French,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/57117.jpg,,,,,,,,,,,,
Portrait of an Officer,1815,British,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/175493.jpg,,,,,,,,,,,,
Pope Pius VII (1742–1823),1815,Italian,Men,Portraits,Popes,,https://images.metmuseum.org/CRDImages/ep/original/266215gw.jpg,,,,,,,,,,,,
"George IV (1762–1830) as Prince Regent, after Lawrence",1816,British,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/DT200600.jpg,,,,,,,,,,,,
General Étienne-Maurice Gérard (1773–1852),1816,French,Men,Portraits,Generals,,https://images.metmuseum.org/CRDImages/ep/original/DP-13141-001.jpg,,,,,,,,,,,,
"Matthew Baillie (1761–1823), F.R.S., after Hoppner",1817,British,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/EP758.jpg,,,,,,,,,,,,
"Charles Maurice de Talleyrand Périgord (1754–1838), Prince de Talleyrand",1817,French,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/DP148275.jpg,,,,,,,,,,,,
The Start of the Race of the Riderless Horses,1820,French,Men,Spectators,Horses,,https://images.metmuseum.org/CRDImages/ep/original/DT2551.jpg,,,,,,,,,,,,
"Tiburcio Pérez y Cuervo (1785/86–1841), the Architect",1820,Spanish,Men,Portraits,Architects,,https://images.metmuseum.org/CRDImages/ep/original/DP295718.jpg,,,,,,,,,,,,
Jean-Louis-André-Théodore Gericault (1791–1824),1822,French,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/DT4276.jpg,,,,,,,,,,,,
"Ali Pasha (born about 1741, died 1822)",1822,German,Men,Profiles,,,https://images.metmuseum.org/CRDImages/ep/original/ep95.14.52.R.jpg,,,,,,,,,,,,
Prince Klemens Wenzel Lothar von Metternich (1773–1859),1822,German,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/ep41.67.R.jpg,,,,,,,,,,,,
Jacques-Louis Leblanc (1774–1846),1823,French,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/DT403.jpg,,,,,,,,,,,,
"Copy after Rubens's ""Wolf and Fox Hunt""",1824,British,Men,Horse Riding,Foxes,,https://images.metmuseum.org/CRDImages/ep/original/DP164869.jpg,,,,,,,,,,,,
Self-Portrait,1825,British,Men,Self-portraits,,,https://images.metmuseum.org/CRDImages/ep/original/DP213130.jpg,,,,,,,,,,,,
Crusaders before Jerusalem,1825,German,Men,Horse Riding,Christ,,https://images.metmuseum.org/CRDImages/ep/original/ep87.15.110.jpg,,,,,,,,,,,,
"Algernon Percy (1602–1668), Tenth Earl of Northumberland, after Van Dyck",1827,British,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/50673.jpg,,,,,,,,,,,,
Portrait of a Man,1827,French,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/175435.jpg,,,,,,,,,,,,
Portrait of a Man,1828,"British, Scottish",Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/259024.jpg,,,,,,,,,,,,
Portrait of a Man,1830,French,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/ep49.110.R.jpg,,,,,,,,,,,,
Toussaint Lemaistre (1807/8–1888),1833,French,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/DT2017.jpg,,,,,,,,,,,,
Wanderer in the Storm,1835,German,Men,Trees,Storms,,https://images.metmuseum.org/CRDImages/ep/original/DP164876.jpg,,,,,,,,,,,,
Louis-Félix Amiel (1802–1864),1837,French,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/DP289719.jpg,,,,,,,,,,,,
The Drinkers,1841,French,Men,Drinking,,,https://images.metmuseum.org/CRDImages/ep/original/ep54.143.1.R.jpg,,,,,,,,,,,,
"The Burning of Sodom (formerly ""The Destruction of Sodom"")",1843,French,Men,Women,Sky,,https://images.metmuseum.org/CRDImages/ep/original/DT2014.jpg,,,,,,,,,,,,
Edmond Cavé (1794–1852),1844,French,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/DT1996.jpg,,,,,,,,,,,,
Baron Joseph Dominique Louis (1755–1837),1844,French,Men,Portraits,,,https://images.metmuseum.org/CRDImages/ep/original/50664.jpg,,,,,,,,,,,,
Self-Portrait,1845,"British, Scottish",Men,Self-portraits,,,https://images.metmuseum.org/CRDImages/ep/original/ep45.110.3.R.jpg,,,,,,,,,,,,
Ingres (1780–1867) as a Young Man,1845,French,Men,Portraits,Artists,,https://images.metmuseum.org/CRDImages/ep/original/DT1307.jpg,,,,,,,,,,,,
William Edward Dighton (1822–1853) in Middle Eastern Dress,1847,British,Men,Portraits,Orientalist,,https://images.metmuseum.org/CRDImages/ep/original/DP331534.jpg,,,,,,,,,,,,
Arabs on the March,1848,German,Men,Horse Riding,Orientalist,,https://images.metmuseum.org/CRDImages/ep/original/DN159.jpg,,,,,,,,,,,,
Alphonse Promayet (1822–1872),1851,French,Men,Portraits,Violins,Musicians,https://images.metmuseum.org/CRDImages/ep/original/DT1958.jpg,,,,,,,,,,,,
