title,date,country,tags/0,tags/1,tags/2,tags/3,image,tags/4,tags/5,tags/6,tags/7,tags/8,tags/9,tags/10,tags/11,tags/12,tags/13,tags/14,tags/15
Eve with Cain and Abel,1520,Italian,Abel,Cain,Eve,,https://images.metmuseum.org/CRDImages/ep/original/ep38.178.jpg,,,,,,,,,,,,
Saints and Scenes from the Life of the Virgin,1315,Italian,Adoration of the Shepherds,Adoration of the Magi,Annunciation,Nativity,https://images.metmuseum.org/CRDImages/ep/original/DP313620.jpg,,,,,,,,,,,,
The Adoration of the Shepherds,1450,Italian,Adoration of the Shepherds,Holy Family,Jesus,,https://images.metmuseum.org/CRDImages/ep/original/DP213831.jpg,,,,,,,,,,,,
The Adoration of the Shepherds,1506,Italian,Adoration of the Shepherds,Men,Christ,Virgin Mary,https://images.metmuseum.org/CRDImages/ep/original/DT7237.jpg,,,,,,,,,,,,
The Adoration of the Shepherds,1512,Italian,Adoration of the Shepherds,Saint Joseph,Virgin Mary,Jesus,https://images.metmuseum.org/CRDImages/ep/original/DT5284.jpg,Shepherds,,,,,,,,,,,
The Adoration of the Shepherds with Saint Catherine of Alexandria,1599,Italian,Adoration of the Shepherds,Saint Catherine,Jesus,Shepherds,https://images.metmuseum.org/CRDImages/ep/original/DT6545.jpg,,,,,,,,,,,,
The Meeting of Alexander the Great and Diogenes,1605,Flemish,Alexander The Great,Diogenes,Boys,Horses,https://images.metmuseum.org/CRDImages/ep/original/ep71.1.bw.R.jpg,,,,,,,,,,,,
The Trinity Adored by All Saints,1395,Spanish,Altars,Apostles,Annunciation,Crucifixion,https://images.metmuseum.org/CRDImages/ep/original/DP200558.jpg,Saints,,,,,,,,,,,
Madonna and Child with Saints,1454,Italian,Altars,Madonna and Child,Saint John the Baptist,Saints,https://images.metmuseum.org/CRDImages/ep/original/DP169609.jpg,,,,,,,,,,,,
Madonna and Child Enthroned,1270,Italian,Angels,Madonna and Child,,,https://images.metmuseum.org/CRDImages/ep/original/DP243041.jpg,,,,,,,,,,,,
Madonna and Child Enthroned with Angels,1275,Italian,Angels,Madonna and Child,,,https://images.metmuseum.org/CRDImages/ep/original/DT242200.jpg,,,,,,,,,,,,
Two Angels,1300,Italian,Angels,,,,https://images.metmuseum.org/CRDImages/ep/original/DT11327.jpg,,,,,,,,,,,,
Madonna and Child Enthroned with Saints Peter and Paul and Angels,1341,Italian,Angels,Madonna and Child,Saint Paul,Saint Peter,https://images.metmuseum.org/CRDImages/ep/original/ep32.100.100.bw.R.jpg,,,,,,,,,,,,
Madonna and Child with Saints and Angels,1345,Italian,Angels,Madonna and Child,Saint Francis,Saint John the Baptist,https://images.metmuseum.org/CRDImages/ep/original/DP367960.jpg,,,,,,,,,,,,
Head of Christ,1350,Italian,Angels,Christ,,,https://images.metmuseum.org/CRDImages/ep/original/DT8704.jpg,,,,,,,,,,,,
Saint Mary Magdalen Holding a Crucifix; (reverse) The Flagellation,1395,Italian,Angels,Christ,Saints,,https://images.metmuseum.org/CRDImages/ep/original/DP296527.jpg,,,,,,,,,,,,
The Life of Christ,1400,Italian,Angels,Christ,Holy Family,Cross,https://images.metmuseum.org/CRDImages/ep/original/DP228761.jpg,,,,,,,,,,,,
Madonna and Child with Angels,1408,Italian,Angels,Madonna and Child,,,https://images.metmuseum.org/CRDImages/ep/original/DP254091.jpg,,,,,,,,,,,,
The Nativity,1433,Italian,Angels,Christ,Virgin Mary,Nativity,https://images.metmuseum.org/CRDImages/ep/original/DT5285.jpg,Saints,,,,,,,,,,,
Madonna and Child with Angels,1445,Italian,Angels,Madonna and Child,,,https://images.metmuseum.org/CRDImages/ep/original/DT7229.jpg,,,,,,,,,,,,
Madonna and Child with Angels,1450,Italian,Angels,Madonna and Child,,,https://images.metmuseum.org/CRDImages/ep/original/ep64.288.bw.R.jpg,,,,,,,,,,,,
Madonna and Child with Angels,1459,Italian,Angels,Madonna and Child,,,https://images.metmuseum.org/CRDImages/ep/original/DT7223.jpg,,,,,,,,,,,,
Madonna and Child with the Infant Saint John the Baptist and Angels,1460,Italian,Angels,Madonna and Child,Saint John the Baptist,,https://images.metmuseum.org/CRDImages/ep/original/ep32.100.79.bw.R.jpg,,,,,,,,,,,,
Madonna and Child with Two Angels,1464,Italian,Angels,Madonna and Child,,,https://images.metmuseum.org/CRDImages/ep/original/EP256.jpg,,,,,,,,,,,,
"Madonna and Child with the Dead Christ, Saints Agnes and Catherine of Alexandria, and Two Angels",1465,Italian,Angels,Madonna and Child,Saint Catherine,Saints,https://images.metmuseum.org/CRDImages/ep/original/DP149941.jpg,,,,,,,,,,,,
The Man of Sorrows with Two Angels,1465,Italian,Angels,Madonna and Child,Mary Magdalene,Saint Jerome,https://images.metmuseum.org/CRDImages/ep/original/DT5277.jpg,,,,,,,,,,,,
Madonna and Child Enthroned with Saints and Angels,1466,Italian,Angels,Madonna and Child,Saints,,https://images.metmuseum.org/CRDImages/ep/original/DT7233.jpg,,,,,,,,,,,,
Saint Sebastian,1466,Italian,Angels,Saints,,,https://images.metmuseum.org/CRDImages/ep/original/ep48.78.bw.R.jpg,,,,,,,,,,,,
Madonna and Child with Angels,1469,Italian,Angels,Madonna and Child,,,https://images.metmuseum.org/CRDImages/ep/original/ep14.40.635.bw.R.jpg,,,,,,,,,,,,
Virgin and Child with the Pietà and Saints,1470,Spanish,Angels,Christ,Madonna and Child,Saints,https://images.metmuseum.org/CRDImages/ep/original/DP-14825-001.jpg,,,,,,,,,,,,
Virgin and Child Enthroned with Scenes from the Life of the Virgin,1470,Spanish,Angels,Madonna and Child,Saints,,https://images.metmuseum.org/CRDImages/ep/original/DP-14826-001.jpg,,,,,,,,,,,,
The Pérussis Altarpiece,1480,French,Angels,Saint Francis,Saint John the Baptist,Cross,https://images.metmuseum.org/CRDImages/ep/original/DT1433.jpg,Coat of Arms,,,,,,,,,,,
Madonna and Child with Two Angels,1481,Italian,Angels,Madonna and Child,,,https://images.metmuseum.org/CRDImages/ep/original/DT8828.jpg,,,,,,,,,,,,
Madonna and Child Enthroned with Two Angels and a Donor,1481,Italian,Angels,Madonna and Child,,,https://images.metmuseum.org/CRDImages/ep/original/ep41.100.32.bw.R.jpg,,,,,,,,,,,,
"Saints Nicholas of Tolentino, Roch, Sebastian, and Bernardino of Siena, with Kneeling Donors",1481,Italian,Angels,Saints,,,https://images.metmuseum.org/CRDImages/ep/original/DT10247.jpg,,,,,,,,,,,,
The Death of the Virgin,1485,Italian,Angels,Christ,Virgin Mary,Death,https://images.metmuseum.org/CRDImages/ep/original/DP231371.jpg,,,,,,,,,,,,
The Trinity,1488,Italian,Angels,Christ,Saint Jerome,Crucifixion,https://images.metmuseum.org/CRDImages/ep/original/DT6101.jpg,,,,,,,,,,,,
Madonna Adoring the Child with the Infant Saint John the Baptist and an Angel,1490,Italian,Angels,Christ,Madonna and Child,Saint John the Baptist,https://images.metmuseum.org/CRDImages/ep/original/DP358280.jpg,,,,,,,,,,,,
The Assumption of the Virgin with Saints Michael and Benedict,1493,Italian,Angels,Saint Michael,Assumption of the Virgin,Saints,https://images.metmuseum.org/CRDImages/ep/original/DP102429.jpg,,,,,,,,,,,,
Madonna and Child Enthroned with Saints,1499,Italian,Angels,Madonna and Child,Saint Catherine,Saint John the Baptist,https://images.metmuseum.org/CRDImages/ep/original/DT13.jpg,Saint Paul,Saint Peter,,,,,,,,,,
Madonna and Child with Saint Joseph and an Angel,1499,Italian,Angels,Madonna and Child,Saint Joseph,,https://images.metmuseum.org/CRDImages/ep/original/DP-15089-001.jpg,,,,,,,,,,,,
Saint Matthew and the Angel,1508,Italian,Angels,Saint Matthew,Writing,,https://images.metmuseum.org/CRDImages/ep/original/DT2959.jpg,,,,,,,,,,,,
Madonna and Child Enthroned with Saints Mary Magdalen and John the Baptist,1518,Italian,Angels,Madonna and Child,Mary Magdalene,Saint John the Baptist,https://images.metmuseum.org/CRDImages/ep/original/DT894.jpg,,,,,,,,,,,,
The Annunciation,1523,Italian,Angels,Virgin Mary,Jesus,Annunciation,https://images.metmuseum.org/CRDImages/ep/original/DT6599.jpg,,,,,,,,,,,,
Madonna and Child with Saints Francis and Dominic and Angels,1594,Italian,Angels,Madonna and Child,Saints,,https://images.metmuseum.org/CRDImages/ep/original/DT9442.jpg,,,,,,,,,,,,
The Virgin Adored by Saints,1604,Italian,Angels,Saint Anthony,Virgin Mary,Saints,https://images.metmuseum.org/CRDImages/ep/original/DT5004.jpg,,,,,,,,,,,,
The Immaculate Conception,1627,Italian,Angels,Virgin Mary,,,https://images.metmuseum.org/CRDImages/ep/original/DT1138.jpg,,,,,,,,,,,,
The Annunciation,1639,French,Angels,Virgin Mary,Annunciation,,https://images.metmuseum.org/CRDImages/ep/original/DT5656.jpg,,,,,,,,,,,,
Saint Michael the Archangel,1640,Spanish,Angels,Saint Michael,,,https://images.metmuseum.org/CRDImages/ep/original/DT360124.jpg,,,,,,,,,,,,
The Vocation of Saint Aloysius (Luigi) Gonzaga,1645,Italian,Angels,Cross,Saints,,https://images.metmuseum.org/CRDImages/ep/original/DT1956.jpg,,,,,,,,,,,,
The Flight into Egypt,1652,Italian,Angels,Christ,Holy Family,Saint Joseph,https://images.metmuseum.org/CRDImages/ep/original/DT200203.jpg,Virgin Mary,Boats,,,,,,,,,,
The Annunciation of the Death of the Virgin,1665,Dutch,Angels,Virgin Mary,,,https://images.metmuseum.org/CRDImages/ep/original/DP145953.jpg,,,,,,,,,,,,
The Annunciation,1672,Italian,Angels,Virgin Mary,Annunciation,,https://images.metmuseum.org/CRDImages/ep/original/DT404.jpg,,,,,,,,,,,,
Dead Christ Supported by Angels,1705,Italian,Angels,Christ,,,https://images.metmuseum.org/CRDImages/ep/original/DP286351.jpg,,,,,,,,,,,,
The Glorification of Saint Anthony Abbot,1706,Italian,Angels,Saints,,,https://images.metmuseum.org/CRDImages/ep/original/0540.jpg,,,,,,,,,,,,
The Adoration of the Magi,1757,Italian,Angels,Madonna and Child,Adoration of the Magi,,https://images.metmuseum.org/CRDImages/ep/original/DT1202.jpg,,,,,,,,,,,,
Virgin and Child with the Young Saint John the Baptist and Angels,1765,French,Angels,Madonna and Child,Saint John the Baptist,,https://images.metmuseum.org/CRDImages/ep/original/DP123935.jpg,,,,,,,,,,,,
The Dead Christ with Angels,1864,French,Angels,Christ,Death,,https://images.metmuseum.org/CRDImages/ep/original/DP-17679-001.jpg,,,,,,,,,,,,
The Brawl,1600,Flemish,Anger,Men,,,https://images.metmuseum.org/CRDImages/ep/original/ep32.100.2.bw.R.jpg,,,,,,,,,,,,
The Adoration of the Magi,1315,Italian,Animals,Angels,Jesus,Adoration of the Magi,https://images.metmuseum.org/CRDImages/ep/original/DT3.jpg,,,,,,,,,,,,
Ameto's Discovery of the Nymphs,1405,Italian,Animals,Men,Nymphs,,https://images.metmuseum.org/CRDImages/ep/original/DP164807.jpg,,,,,,,,,,,,
The Triumph of Fame; (reverse) Impresa of the Medici Family and Arms of the Medici and Tornabuoni Families,1444,Italian,Animals,Horse Riding,Mythical Creatures,,https://images.metmuseum.org/CRDImages/ep/original/DP164870.jpg,,,,,,,,,,,,
Tobias and the Angel,1474,Italian,Animals,Men,Fish,Angels,https://images.metmuseum.org/CRDImages/ep/original/DT210659.jpg,,,,,,,,,,,,
"A Hare, Partridges, and Fruit",1611,Flemish,Animals,Fruit,,,https://images.metmuseum.org/CRDImages/ep/original/ep32.100.141.bw.R.jpg,,,,,,,,,,,,
A View of The Hague from the Northwest,1647,Dutch,Animals,Buildings,Cities,Roads,https://images.metmuseum.org/CRDImages/ep/original/DP147601.jpg,,,,,,,,,,,,
An Allegory,1688,Italian,Animals,Books,Girls,Women,https://images.metmuseum.org/CRDImages/ep/original/EP542.jpg,Mythical Creatures,,,,,,,,,,,
Panthers of Bacchus Eating Grapes,1719,French,Animals,Birds,Grapes,Vines,https://images.metmuseum.org/CRDImages/ep/original/DP312870.jpg,,,,,,,,,,,,
The Silver Tureen,1728,French,Animals,Fruit,Cats,,https://images.metmuseum.org/CRDImages/ep/original/DP356136.jpg,,,,,,,,,,,,
America,1747,Italian,Animals,Female Nudes,,,https://images.metmuseum.org/CRDImages/ep/original/DP287645.jpg,,,,,,,,,,,,
Aqueduct in Ruins,1753,French,Animals,Ruins,Men,,https://images.metmuseum.org/CRDImages/ep/original/DP230529.jpg,,,,,,,,,,,,
Roman Interior,1755,French,Animals,Interiors,Infants,Women,https://images.metmuseum.org/CRDImages/ep/original/DP-1010-001.jpg,Working,,,,,,,,,,,
The Triumph of Bacchus,1780,Flemish,Animals,Bacchus,Carriages,,https://images.metmuseum.org/CRDImages/ep/original/DP-13511-001.jpg,,,,,,,,,,,,
Don Quixote and the Dead Mule,1828,French,Animals,Men,Horse Riding,Death,https://images.metmuseum.org/CRDImages/ep/original/EP1036.jpg,,,,,,,,,,,,
Parochialstrasse in Berlin,1831,German,Animals,Buildings,Men,Street Scene,https://images.metmuseum.org/CRDImages/ep/original/DP157664.jpg,Working,,,,,,,,,,,
After the Hunt,1854,French,Animals,Men,,,https://images.metmuseum.org/CRDImages/ep/original/DT1963.jpg,,,,,,,,,,,,
Woman Standing Beside a Balustrade with a Poodle,1895,French,Animals,Women,,,https://images.metmuseum.org/CRDImages/ep/original/DP169319.jpg,,,,,,,,,,,,
The Annunciation,1426,Italian,Annunciation,,,,https://images.metmuseum.org/CRDImages/ep/original/ep43.98.2.bw.R.jpg,,,,,,,,,,,,
The Annunciation,1440,German,Annunciation,,,,https://images.metmuseum.org/CRDImages/ep/original/DP262812.jpg,,,,,,,,,,,,
The Annunciation,1495,Spanish,Annunciation,,,,https://images.metmuseum.org/CRDImages/ep/original/ep58.145.1.bw.R.jpg,,,,,,,,,,,,
The Chariot of Aurora,1760,Italian,Apollo,Bacchus,Swans,Horses,https://images.metmuseum.org/CRDImages/ep/original/DT4170.jpg,Goddess,Chariots,,,,,,,,,,
The Chariot of Apollo,1905,French,Apollo,Horses,Sky,Chariots,https://images.metmuseum.org/CRDImages/ep/original/DP279887.jpg,,,,,,,,,,,,
Christ and the Twelve Apostles,1395,Italian,Apostles,Christ,,,https://images.metmuseum.org/CRDImages/ep/original/DP278476.jpg,,,,,,,,,,,,
Saint Giles with Christ Triumphant over Satan and the Mission of the Apostles,1403,Spanish,Apostles,Christ,Saints,,https://images.metmuseum.org/CRDImages/ep/original/DP102155.jpg,,,,,,,,,,,,
The Betrayal of Christ,1440,Italian,Apostles,Christ,,,https://images.metmuseum.org/CRDImages/ep/original/DT200598.jpg,,,,,,,,,,,,
Six Apostles,1470,Spanish,Apostles,,,,https://images.metmuseum.org/CRDImages/ep/original/DP256667.jpg,,,,,,,,,,,,
"The Twelve Apostles: Saints Bartholomew, Andrew, Matthew, James the Greater, Thaddeus, Philip, James the Lesser, Simon, Peter, Paul, Thomas, and John",1481,Italian,Apostles,Saint Matthew,Saint Paul,Saint Peter,https://images.metmuseum.org/CRDImages/ep/original/ep27.39.2.bw.R.jpg,Saints,,,,,,,,,,,
Pomegranates and Other Fruit in a Landscape,1650,Flemish,Apples,Grapes,Pomegranates,Lizards,https://images.metmuseum.org/CRDImages/ep/original/DT264793.jpg,Still Life,,,,,,,,,,,
Apples,1850,French,Apples,,,,https://images.metmuseum.org/CRDImages/ep/original/ep29.100.123.bw.R.jpg,,,,,,,,,,,,
Cider,1859,French,Apples,Children,Men,Women,https://images.metmuseum.org/CRDImages/ep/original/DP-14201-027.jpg,Working,,,,,,,,,,,
Still Life with Apples and Pitcher,1872,French,Apples,Still Life,Pitchers,,https://images.metmuseum.org/CRDImages/ep/original/DT1862.jpg,,,,,,,,,,,,
"Still Life with Jar, Cup, and Apples",1872,French,Apples,Still Life,Cups,Jars,https://images.metmuseum.org/CRDImages/ep/original/DP130322.jpg,,,,,,,,,,,,
Apple Blossoms,1873,French,Apples,Landscapes,,,https://images.metmuseum.org/CRDImages/ep/original/DT2145.jpg,,,,,,,,,,,,
Still Life with Pansies,1874,French,Apples,Flowers,Still Life,,https://images.metmuseum.org/CRDImages/ep/original/DT1576.jpg,,,,,,,,,,,,
Dish of Apples,1876,French,Apples,Still Life,,,https://images.metmuseum.org/CRDImages/ep/original/DT1939.jpg,,,,,,,,,,,,
Apples,1878,French,Apples,,,,https://images.metmuseum.org/CRDImages/ep/original/DT1940.jpg,,,,,,,,,,,,
Still Life with Apples and a Pot of Primroses,1885,French,Apples,Flowers,Still Life,,https://images.metmuseum.org/CRDImages/ep/original/DT47.jpg,,,,,,,,,,,,
Still Life with Apples and Pears,1891,French,Apples,Pears,Still Life,,https://images.metmuseum.org/CRDImages/ep/original/DP-14936-049.jpg,,,,,,,,,,,,
Interior of a Gothic Church at Night,1655,Flemish,Arches,Interiors,Churches,,https://images.metmuseum.org/CRDImages/ep/original/ep71.50.bw.R.jpg,,,,,,,,,,,,
The French Comedians,1715,French,Arches,Men,Women,,https://images.metmuseum.org/CRDImages/ep/original/DP120381.jpg,,,,,,,,,,,,
Arches in Ruins,1753,French,Arches,Ruins,Children,Men,https://images.metmuseum.org/CRDImages/ep/original/DP312866.jpg,Women,,,,,,,,,,,
Bridge over a Cascade,1753,French,Arches,Bridges,Cows,Horses,https://images.metmuseum.org/CRDImages/ep/original/DP230526.jpg,Waterfalls,,,,,,,,,,,
The Return of the Cattle,1773,French,Arches,Boys,Men,Women,https://images.metmuseum.org/CRDImages/ep/original/DP264408.jpg,Cows,,,,,,,,,,,
Imaginary View of a Venetian Square or Campo,1780,Italian,Arches,Buildings,Men,Women,https://images.metmuseum.org/CRDImages/ep/original/DT4595.jpg,Dogs,,,,,,,,,,,
"View in the Stables of the Villa of Maecenas, Tivoli",1800,French,Arches,,,,https://images.metmuseum.org/CRDImages/ep/original/DP169470.jpg,,,,,,,,,,,,
"Copy after Valenciennes's ""Ruins at the Villa Farnese""",1800,French,Arches,Ruins,,,https://images.metmuseum.org/CRDImages/ep/original/1915.jpg,,,,,,,,,,,,
Prayer in the Mosque,1871,French,Arches,Columns,Interiors,Mosques,https://images.metmuseum.org/CRDImages/ep/original/DT1971.jpg,Men,Orientalist,,,,,,,,,,
Saint Nicholas Resuscitating Three Youths,1433,Italian,Architecture,Arches,Men,Women,https://images.metmuseum.org/CRDImages/ep/original/DT273089.jpg,Saints,,,,,,,,,,,
The Hamlet of Optevoz,1849,French,Architecture,Towns,Rivers,Evening,https://images.metmuseum.org/CRDImages/ep/original/DT332111.jpg,,,,,,,,,,,,
Portejoie on the Seine,1850,French,Architecture,Villages,Bodies of Water,,https://images.metmuseum.org/CRDImages/ep/original/2110.jpg,,,,,,,,,,,,
Bacchus and Ariadne,1720,Italian,Ariadne,Bacchus,,,https://images.metmuseum.org/CRDImages/ep/original/DP-17631-001.jpg,,,,,,,,,,,,
Saint Maurice,1520,German,Armor,Swords,Men,Saints,https://images.metmuseum.org/CRDImages/ep/original/DP344253.jpg,,,,,,,,,,,,
Portrait of a Man in Armor with Two Pages,1520,Italian,Armor,Boys,Men,Portraits,https://images.metmuseum.org/CRDImages/ep/original/DP-17629-001.jpg,,,,,,,,,,,,
Cosimo I de' Medici (1519–1574),1523,Italian,Armor,Men,Portraits,,https://images.metmuseum.org/CRDImages/ep/original/DP104985.jpg,,,,,,,,,,,,
Sir John Shurley of Isfield (1565–1632),1588,British,Armor,Men,Portraits,,https://images.metmuseum.org/CRDImages/ep/original/DP170287.jpg,,,,,,,,,,,,
Philip IV (1605–1665) in Parade Armor,1623,Flemish,Armor,Philip IV,Portraits,,https://images.metmuseum.org/CRDImages/ep/original/DT211613.jpg,,,,,,,,,,,,
Man in Armor (Mars?),1625,Dutch,Armor,Men,Portraits,,https://images.metmuseum.org/CRDImages/ep/original/DP145410.jpg,,,,,,,,,,,,
Bellona,1633,Dutch,Armor,Women,Goddess,,https://images.metmuseum.org/CRDImages/ep/original/DP146454.jpg,,,,,,,,,,,,
Examining Antique Arms,1870,Spanish,Armor,Swords,Men,,https://images.metmuseum.org/CRDImages/ep/original/Villegas_87_15_39_Examining_Arms_Cropped.jpg,,,,,,,,,,,,
Self-Portrait,1660,Dutch,Artists,Men,Self-portraits,,https://images.metmuseum.org/CRDImages/ep/original/DP145902.jpg,,,,,,,,,,,,
The Assumption of the Virgin,1500,Italian,Assumption of the Virgin,,,,https://images.metmuseum.org/CRDImages/ep/original/DT11757.jpg,,,,,,,,,,,,
Bacchante by the Sea,1865,French,Bacchantes,Seas,,,https://images.metmuseum.org/CRDImages/ep/original/DP-16590-001.jpg,,,,,,,,,,,,
Piping Shepherds,1643,Dutch,Bagpipes,Flutes,Cows,Dogs,https://images.metmuseum.org/CRDImages/ep/original/DP143163.jpg,Sheep,Shepherds,,,,,,,,,,
Capriccio with St. Paul's and Old London Bridge,1720,Italian,Balconies,Men,Women,Dogs,https://images.metmuseum.org/CRDImages/ep/original/DP123834.jpg,Rivers,Boats,,,,,,,,,,
Majas on a Balcony,1800,Spanish,Balconies,Men,Women,,https://images.metmuseum.org/CRDImages/ep/original/DT822.jpg,,,,,,,,,,,,
The Baptism of Christ,1645,French,Baptism of Christ,,,,https://images.metmuseum.org/CRDImages/ep/original/DT10696.jpg,,,,,,,,,,,,
Young Ladies of the Village,1851,French,Baskets,Landscapes,Parasols,Girls,https://images.metmuseum.org/CRDImages/ep/original/DT1967.jpg,Women,Cows,Dogs,,,,,,,,,
The Conquest of Naples by Charles of Durazzo,1381,Italian,Battles,Army,Kings,Men,https://images.metmuseum.org/CRDImages/ep/original/DT373.jpg,Horse Riding,Flags,,,,,,,,,,
Triumph of the Amazons,1620,French,Battles,Soldiers,Horse Riding,,https://images.metmuseum.org/CRDImages/ep/original/DP318357.jpg,,,,,,,,,,,,
Battle Scene,1671,Dutch,Battles,Soldiers,Men,Horse Riding,https://images.metmuseum.org/CRDImages/ep/original/DP143186.jpg,,,,,,,,,,,,
The Battle of Vercellae,1725,Italian,Battles,Soldiers,Weapons,Horse Riding,https://images.metmuseum.org/CRDImages/ep/original/DT2944.jpg,Death,,,,,,,,,,,
Battle Scene: Arabs Making a Detour,1848,German,Battles,Men,Horse Riding,Orientalist,https://images.metmuseum.org/CRDImages/ep/original/ep94.24.2.bw.R.jpg,,,,,,,,,,,,
The Defense of Champigny,1879,French,Battles,Soldiers,Cannons,Men,https://images.metmuseum.org/CRDImages/ep/original/DT259753.jpg,Generals,,,,,,,,,,,
Kynance,1888,British,Beaches,,,,https://images.metmuseum.org/CRDImages/ep/original/DP169651.jpg,,,,,,,,,,,,
A Hunting Scene,1494,Italian,Bears,Centaurs,Deer,Men,https://images.metmuseum.org/CRDImages/ep/original/DT6.jpg,Hunting,Satyrs,Dogs,Lions,Forests,,,,,,,
Christ in the Wilderness,1515,Italian,Bears,Birds,Deer,Foxes,https://images.metmuseum.org/CRDImages/ep/original/DT200983.jpg,Lions,Angels,Christ,,,,,,,,,
Scenes from a Legend; Coats of Arms,1400,Italian,Bedrooms,Infants,Men,Women,https://images.metmuseum.org/CRDImages/ep/original/ep32.75.2.bw.R.jpg,Horse Riding,,,,,,,,,,,
Saint Nicholas Providing Dowries,1433,Italian,Bedrooms,Women,Saints,,https://images.metmuseum.org/CRDImages/ep/original/DT273088.jpg,,,,,,,,,,,,
The Rape of Tamar,1635,French,Bedrooms,Men,Women,,https://images.metmuseum.org/CRDImages/ep/original/DT7839.jpg,,,,,,,,,,,,
A Young Woman at Her Toilet with a Maid,1650,Dutch,Bedrooms,Women,Servants,,https://images.metmuseum.org/CRDImages/ep/original/DP145397.jpg,,,,,,,,,,,,
The Newborn Baby,1675,Dutch,Bedrooms,Children,Infants,Women,https://images.metmuseum.org/CRDImages/ep/original/DP146497.jpg,,,,,,,,,,,,
Benjamin Franklin (1706–1790),1745,French,Benjamin Franklin,Men,Portraits,,https://images.metmuseum.org/CRDImages/ep/original/DP264507.jpg,,,,,,,,,,,,
"Benjamin Franklin (1706–1790), after a Painting by Greuze of 1777",1777,French,Benjamin Franklin,Men,Portraits,,https://images.metmuseum.org/CRDImages/ep/original/ep68.222.9.R.jpg,,,,,,,,,,,,
Benjamin Franklin (1706–1790),1778,French,Benjamin Franklin,Men,Portraits,,https://images.metmuseum.org/CRDImages/ep/original/DP-1255-001.jpg,,,,,,,,,,,,
Madonna and Child,1505,Italian,Birds,Madonna and Child,,,https://images.metmuseum.org/CRDImages/ep/original/DT301874.jpg,,,,,,,,,,,,
Madonna and Child with Angels,1515,Italian,Birds,Lutes,Angels,Madonna and Child,https://images.metmuseum.org/CRDImages/ep/original/ep41.100.13.bw.R.jpg,,,,,,,,,,,,
Saint Nicholas of Tolentino Reviving the Birds,1525,Italian,Birds,Bedrooms,Men,Saints,https://images.metmuseum.org/CRDImages/ep/original/EP541.jpg,Beds,,,,,,,,,,,
Saint Catherine of Alexandria in Prison,1580,Italian,Birds,Prisons,Interiors,Saint Catherine,https://images.metmuseum.org/CRDImages/ep/original/DT4411.jpg,,,,,,,,,,,,
A Peasant with a Bird,1626,Flemish,Birds,Men,,,https://images.metmuseum.org/CRDImages/ep/original/ep32.100.3.bw.R.jpg,,,,,,,,,,,,
A Hare and Birds,1631,Flemish,Birds,Rabbits,Still Life,,https://images.metmuseum.org/CRDImages/ep/original/DP-17489-001.jpg,,,,,,,,,,,,
A Basket and Birds,1631,Flemish,Birds,Still Life,Baskets,,https://images.metmuseum.org/CRDImages/ep/original/DP-17488-001.jpg,,,,,,,,,,,,
Family Group in a Landscape,1640,Flemish,Birds,Boys,Girls,Men,https://images.metmuseum.org/CRDImages/ep/original/ep30.95.241.bw.R.jpg,Women,Dogs,Landscapes,Family,,,,,,,,
Still Life of Fruit and Game,1645,Flemish,Birds,Fruit,Still Life,,https://images.metmuseum.org/CRDImages/ep/original/ep22.45.10.bw.R.jpg,,,,,,,,,,,,
Allegory of Music,1649,French,Birds,Books,Women,Music,https://images.metmuseum.org/CRDImages/ep/original/DT1387.jpg,,,,,,,,,,,,
A Partridge and Small Game Birds,1650,Flemish,Birds,Still Life,,,https://images.metmuseum.org/CRDImages/ep/original/DP104991.jpg,,,,,,,,,,,,
Gamepiece with a Dead Heron,1695,Dutch,Birds,Flowers,Death,,https://images.metmuseum.org/CRDImages/ep/original/DP145930.jpg,,,,,,,,,,,,
The Tame Magpie,1707,Italian,Birds,Children,Men,Women,https://images.metmuseum.org/CRDImages/ep/original/DT7718.jpg,Cats,,,,,,,,,,,
Dog Guarding Dead Game,1753,French,Birds,Dogs,Foxes,Still Life,https://images.metmuseum.org/CRDImages/ep/original/DP356140.jpg,,,,,,,,,,,,
Manuel Osorio Manrique de Zuñiga (1784–1792),1787,Spanish,Birds,Boys,Portraits,Cats,https://images.metmuseum.org/CRDImages/ep/original/DP287624.jpg,,,,,,,,,,,,
Young Woman with Ibis,1860,French,Birds,Profiles,Women,,https://images.metmuseum.org/CRDImages/ep/original/DP212152.jpg,,,,,,,,,,,,
A River Landscape with Storks,1864,French,Birds,Rivers,Landscapes,,https://images.metmuseum.org/CRDImages/ep/original/EP1038.jpg,,,,,,,,,,,,
Choosing the Dinner,1872,French,Birds,Architecture,Men,,https://images.metmuseum.org/CRDImages/ep/original/ep87.15.90.bw.R.jpg,,,,,,,,,,,,
The Ferryman,1860,French,Boats,,,,https://images.metmuseum.org/CRDImages/ep/original/ep14.40.811.R.jpg,,,,,,,,,,,,
"Homeward Bound: ""The Great Eastern""",1861,British,Boats,Ships,,,https://images.metmuseum.org/CRDImages/ep/original/256657.jpg,,,,,,,,,,,,
Landing at Newfoundland,1861,British,Bodies of Water,Crowd,Boats,Ships,https://images.metmuseum.org/CRDImages/ep/original/ep92.10.46.bw.R.jpg,,,,,,,,,,,,
"The ""Kearsarge"" at Boulogne",1864,French,Bodies of Water,Ships,,,https://images.metmuseum.org/CRDImages/ep/original/DT204991.jpg,,,,,,,,,,,,
